"Sat, 24 Nov 2012 23:35:01 GMT","-","GET","200","helium.h.sl8.us:8080","/","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:35:01 GMT","-","GET","200","helium.h.sl8.us:8080","/bootstrap/css/bootstrap.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:35:01 GMT","-","GET","200","helium.h.sl8.us:8080","/bootstrap/css/bootstrap-responsive.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:35:01 GMT","-","GET","404","helium.h.sl8.us:8080","/js/app.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:35:01 GMT","-","GET","200","helium.h.sl8.us:8080","/js/underscore-min.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:35:01 GMT","-","GET","200","helium.h.sl8.us:8080","/bootstrap/js/bootstrap.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:35:02 GMT","-","GET","200","helium.h.sl8.us:8080","/js/handlebars-1.0.0.beta.6.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:35:02 GMT","-","GET","200","helium.h.sl8.us:8080","/js/backbone-min.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:35:02 GMT","-","GET","200","helium.h.sl8.us:8080","/css/main.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:35:02 GMT","-","GET","200","helium.h.sl8.us:8080","/favicon.ico","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:42:11 GMT","-","GET","304","helium.h.sl8.us:8080","/","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:42:11 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/css/bootstrap.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:42:11 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/css/bootstrap-responsive.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:42:11 GMT","-","GET","304","helium.h.sl8.us:8080","/css/main.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:42:11 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/js/bootstrap.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:42:11 GMT","-","GET","304","helium.h.sl8.us:8080","/js/underscore-min.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:42:11 GMT","-","GET","304","helium.h.sl8.us:8080","/js/backbone-min.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:42:11 GMT","-","GET","304","helium.h.sl8.us:8080","/js/handlebars-1.0.0.beta.6.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:42:11 GMT","-","GET","404","helium.h.sl8.us:8080","/js/app.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:42:14 GMT","-","GET","200","helium.h.sl8.us:8080","/app.js","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:43:56 GMT","-","GET","404","helium.h.sl8.us:8080","/templates","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:44:03 GMT","-","GET","404","helium.h.sl8.us:8080","/templates/templates","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:48:06 GMT","-","GET","200","helium.h.sl8.us:8080","/templates/templates","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:48:08 GMT","-","GET","200","helium.h.sl8.us:8080","/templates","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:48:10 GMT","-","GET","200","helium.h.sl8.us:8080","/templates","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:48:19 GMT","-","GET","200","helium.h.sl8.us:8080","/app.js","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:48:21 GMT","-","GET","200","helium.h.sl8.us:8080","/","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:49:39 GMT","-","GET","200","helium.h.sl8.us:8080","/app.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:51:14 GMT","-","GET","200","helium.h.sl8.us:8080","/","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:51:15 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/css/bootstrap.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:51:15 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/css/bootstrap-responsive.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:51:15 GMT","-","GET","304","helium.h.sl8.us:8080","/css/main.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:51:15 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/js/bootstrap.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:51:15 GMT","-","GET","304","helium.h.sl8.us:8080","/js/underscore-min.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:51:15 GMT","-","GET","304","helium.h.sl8.us:8080","/js/backbone-min.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:51:15 GMT","-","GET","304","helium.h.sl8.us:8080","/js/handlebars-1.0.0.beta.6.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:51:15 GMT","-","GET","404","helium.h.sl8.us:8080","/js/main.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:51:15 GMT","-","GET","200","helium.h.sl8.us:8080","/app.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:52:46 GMT","-","GET","200","helium.h.sl8.us:8080","/","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:52:46 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/css/bootstrap.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:52:46 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/css/bootstrap-responsive.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:52:46 GMT","-","GET","304","helium.h.sl8.us:8080","/css/main.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:52:46 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/js/bootstrap.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:52:46 GMT","-","GET","304","helium.h.sl8.us:8080","/js/underscore-min.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:52:46 GMT","-","GET","304","helium.h.sl8.us:8080","/js/handlebars-1.0.0.beta.6.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:52:46 GMT","-","GET","304","helium.h.sl8.us:8080","/js/backbone-min.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:52:46 GMT","-","GET","200","helium.h.sl8.us:8080","/js/main.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:52:46 GMT","-","GET","200","helium.h.sl8.us:8080","/app.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:29 GMT","-","GET","200","helium.h.sl8.us:8080","/","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:29 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/css/bootstrap.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:29 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/css/bootstrap-responsive.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:29 GMT","-","GET","304","helium.h.sl8.us:8080","/css/main.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:29 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/js/bootstrap.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:29 GMT","-","GET","304","helium.h.sl8.us:8080","/js/underscore-min.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:29 GMT","-","GET","304","helium.h.sl8.us:8080","/js/backbone-min.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:29 GMT","-","GET","304","helium.h.sl8.us:8080","/js/handlebars-1.0.0.beta.6.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:29 GMT","-","GET","200","helium.h.sl8.us:8080","/js/main.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:29 GMT","-","GET","200","helium.h.sl8.us:8080","/app.js","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:50 GMT","-","GET","200","helium.h.sl8.us:8080","/","-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:50 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/css/bootstrap.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
"Sat, 24 Nov 2012 23:54:50 GMT","-","GET","304","helium.h.sl8.us:8080","/bootstrap/css/bootstrap-responsive.css","http://helium.h.sl8.us:8080/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.11 (KHTML, like Gecko) Ubuntu/12.04 Chromium/20.0.1132.47 Chrome/20.0.1132.47 Safari/536.11"
